DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
2024-09-01,18:00,19842.5,19849.75,19842.5,19849.75,5
2024-09-01,18:01,19844.75,19856.0,19844.75,19856.0,12
2024-09-01,18:02,19855.5,19859.0,19855.5,19859.0,2
2024-09-01,18:03,19856.5,19856.5,19856.5,19856.5,1
2024-09-01,18:04,19856.25,19860.0,19855.5,19855.5,13
2024-09-01,18:05,19854.0,19854.0,19854.0,19854.0,2
2024-09-01,18:06,19848.0,19848.25,19848.0,19848.25,2
2024-09-01,18:07,19848.25,19848.25,19848.25,19848.25,2
2024-09-01,18:08,19850.5,19850.5,19850.25,19850.25,2
2024-09-01,18:09,19848.0,19848.0,19848.0,19848.0,1
2024-09-01,18:10,19847.75,19847.75,19847.75,19847.75,4
2024-09-01,18:11,19840.0,19840.0,19840.0,19840.0,1
2024-09-01,18:12,19832.75,19832.75,19832.75,19832.75,1
2024-09-01,18:13,19829.25,19836.0,19829.25,19836.0,5
2024-09-01,18:14,19835.75,19835.75,19835.75,19835.75,1
2024-09-01,18:15,19842.0,19842.0,19842.0,19842.0,1
2024-09-01,18:16,19841.0,19841.0,19841.0,19841.0,1
2024-09-01,18:20,19835.0,19835.0,19833.25,19833.25,2
2024-09-01,18:23,19834.0,19835.25,19834.0,19835.25,2
2024-09-01,18:24,19837.0,19837.75,19837.0,19837.75,2
2024-09-01,18:30,19827.75,19827.75,19823.5,19823.5,3
2024-09-01,18:34,19829.0,19829.0,19829.0,19829.0,3
2024-09-01,18:35,19827.75,19827.75,19817.75,19819.75,12
2024-09-01,18:36,19821.75,19822.5,19821.75,19822.25,8
2024-09-01,18:39,19828.0,19828.0,19828.0,19828.0,1
2024-09-01,18:40,19828.0,19828.0,19828.0,19828.0,1
2024-09-01,18:43,19820.75,19820.75,19819.5,19819.5,4
2024-09-01,18:44,19819.75,19819.75,19819.75,19819.75,1
2024-09-01,18:46,19817.75,19817.75,19815.25,19815.25,2
2024-09-01,18:49,19815.25,19815.25,19803.0,19803.0,10
2024-09-01,18:53,19818.0,19818.0,19818.0,19818.0,1
2024-09-01,18:54,19818.25,19818.25,19818.25,19818.25,4
2024-09-01,18:55,19818.0,19818.0,19818.0,19818.0,4
2024-09-01,19:00,19823.0,19823.0,19823.0,19823.0,1
2024-09-01,19:02,19825.25,19825.25,19825.25,19825.25,1
2024-09-01,19:03,19825.25,19825.25,19825.25,19825.25,1
2024-09-01,19:05,19828.0,19828.0,19828.0,19828.0,1
2024-09-01,19:11,19828.0,19828.0,19828.0,19828.0,1
2024-09-01,19:12,19830.0,19830.0,19830.0,19830.0,4
2024-09-01,19:14,19829.25,19829.25,19829.25,19829.25,1
2024-09-01,19:15,19827.0,19830.5,19826.25,19830.5,10
2024-09-01,19:18,19833.75,19833.75,19833.75,19833.75,1
2024-09-01,19:23,19835.0,19835.0,19835.0,19835.0,9
2024-09-01,19:24,19835.5,19836.5,19835.5,19836.5,11
2024-09-01,19:25,19833.0,19833.0,19833.0,19833.0,1
2024-09-01,19:26,19833.0,19833.0,19832.5,19832.5,10
2024-09-01,19:30,19837.0,19837.0,19837.0,19837.0,2
2024-09-01,19:31,19835.25,19837.75,19835.25,19837.75,4
2024-09-01,19:33,19836.0,19836.0,19835.25,19836.0,3
2024-09-01,19:39,19833.25,19833.25,19833.25,19833.25,1
2024-09-01,19:40,19833.0,19833.0,19833.0,19833.0,1
2024-09-01,19:41,19829.5,19829.5,19829.5,19829.5,1
2024-09-01,19:42,19830.0,19830.0,19830.0,19830.0,14
2024-09-01,19:44,19828.0,19828.0,19828.0,19828.0,1
2024-09-01,19:45,19828.0,19828.0,19828.0,19828.0,1
2024-09-01,19:54,19829.75,19829.75,19829.75,19829.75,1
2024-09-01,19:56,19828.0,19828.0,19828.0,19828.0,2
2024-09-01,19:57,19825.5,19825.5,19823.5,19823.5,2
2024-09-01,19:58,19821.75,19821.75,19821.5,19821.5,5
2024-09-01,19:59,19821.5,19821.5,19821.5,19821.5,5
2024-09-01,20:00,19821.5,19821.75,19821.5,19821.75,5
2024-09-01,20:04,19825.0,19825.0,19825.0,19825.0,2
2024-09-01,20:08,19829.25,19829.25,19829.25,19829.25,1
2024-09-01,20:12,19820.75,19821.0,19820.5,19821.0,15
2024-09-01,20:16,19830.0,19830.0,19830.0,19830.0,1
2024-09-01,20:19,19830.0,19830.0,19830.0,19830.0,1
2024-09-01,20:20,19837.5,19837.5,19837.5,19837.5,1
2024-09-01,20:23,19837.5,19837.5,19835.25,19835.25,3
2024-09-01,20:25,19835.25,19835.25,19835.25,19835.25,4
2024-09-01,20:27,19832.5,19832.5,19832.5,19832.5,1
2024-09-01,20:36,19836.5,19836.5,19836.5,19836.5,1
2024-09-01,20:38,19839.75,19839.75,19839.75,19839.75,1
2024-09-01,20:40,19839.5,19839.5,19839.5,19839.5,1
2024-09-01,20:45,19839.25,19839.25,19839.25,19839.25,1
2024-09-01,20:46,19845.0,19845.25,19845.0,19845.25,3
2024-09-01,20:49,19845.0,19845.0,19845.0,19845.0,1
2024-09-01,20:50,19845.25,19845.25,19845.25,19845.25,1
2024-09-01,20:52,19849.75,19849.75,19849.75,19849.75,2
2024-09-01,20:53,19850.0,19850.0,19850.0,19850.0,1
2024-09-01,20:54,19850.5,19852.25,19850.5,19851.25,7
2024-09-01,20:55,19852.25,19852.25,19852.25,19852.25,1
2024-09-01,20:56,19852.25,19852.5,19852.25,19852.25,5
2024-09-01,20:57,19852.0,19852.0,19849.75,19849.75,9
2024-09-01,20:59,19845.25,19845.5,19845.25,19845.5,4
2024-09-01,21:00,19848.5,19848.5,19848.5,19848.5,1
2024-09-01,21:01,19848.75,19858.75,19848.5,19858.75,10
2024-09-01,21:03,19852.0,19852.0,19852.0,19852.0,2
2024-09-01,21:04,19847.0,19847.0,19847.0,19847.0,2
2024-09-01,21:06,19847.0,19847.0,19847.0,19847.0,1
2024-09-01,21:08,19855.5,19856.5,19855.5,19856.5,2
2024-09-01,21:09,19856.0,19856.0,19856.0,19856.0,1
2024-09-01,21:12,19858.25,19858.25,19857.0,19857.0,10
2024-09-01,21:13,19861.5,19861.5,19861.5,19861.5,2
2024-09-01,21:14,19858.0,19858.0,19858.0,19858.0,2
2024-09-01,21:15,19861.0,19861.0,19860.0,19860.0,2
2024-09-01,21:16,19858.0,19858.0,19858.0,19858.0,9
2024-09-01,21:17,19858.0,19858.0,19858.0,19858.0,4
2024-09-01,21:18,19859.75,19859.75,19859.75,19859.75,5
2024-09-01,21:19,19857.75,19857.75,19857.75,19857.75,1
2024-09-01,21:20,19860.0,19860.0,19860.0,19860.0,2
2024-09-01,21:22,19862.0,19862.0,19858.75,19858.75,5
2024-09-01,21:25,19859.0,19859.25,19859.0,19859.25,2
2024-09-01,21:26,19858.25,19858.25,19858.25,19858.25,3
2024-09-01,21:28,19858.25,19858.25,19858.25,19858.25,5
2024-09-01,21:29,19857.0,19857.5,19857.0,19857.5,2
2024-09-01,21:31,19861.5,19862.0,19860.25,19860.25,5
2024-09-01,21:32,19860.25,19860.25,19860.25,19860.25,2
2024-09-01,21:35,19855.5,19858.5,19855.5,19858.5,2
2024-09-01,21:38,19855.75,19855.75,19855.5,19855.5,7
2024-09-01,21:39,19859.0,19859.0,19857.75,19857.75,6
2024-09-01,21:41,19856.5,19856.5,19856.5,19856.5,1
2024-09-01,21:42,19854.0,19854.0,19853.75,19853.75,8
2024-09-01,21:44,19854.0,19854.0,19854.0,19854.0,4
2024-09-01,21:45,19853.0,19853.0,19853.0,19853.0,1
2024-09-01,21:46,19854.25,19854.25,19854.25,19854.25,6
