DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
2024-09-05,18:00,41239.0,41263.0,41239.0,41263.0,2
2024-09-05,18:01,41263.0,41263.0,41263.0,41263.0,1
2024-09-05,18:10,41258.0,41258.0,41258.0,41258.0,1
2024-09-05,18:11,41244.0,41244.0,41244.0,41244.0,2
2024-09-05,18:14,41244.0,41244.0,41244.0,41244.0,1
2024-09-05,18:32,41249.0,41249.0,41249.0,41249.0,8
2024-09-05,18:57,41258.0,41258.0,41258.0,41258.0,11
2024-09-05,19:07,41246.0,41246.0,41246.0,41246.0,1
2024-09-05,19:11,41243.0,41243.0,41243.0,41243.0,1
2024-09-05,19:12,41239.0,41239.0,41239.0,41239.0,1
2024-09-05,19:18,41237.0,41237.0,41237.0,41237.0,1
2024-09-05,19:19,41234.0,41234.0,41230.0,41230.0,3
2024-09-05,19:20,41234.0,41234.0,41234.0,41234.0,1
2024-09-05,19:22,41238.0,41238.0,41238.0,41238.0,1
2024-09-05,19:47,41260.0,41260.0,41260.0,41260.0,1
2024-09-05,19:57,41262.0,41262.0,41262.0,41262.0,1
2024-09-05,20:06,41248.0,41248.0,41248.0,41248.0,1
2024-09-05,20:14,41241.0,41243.0,41241.0,41241.0,3
2024-09-05,20:15,41240.0,41242.0,41240.0,41242.0,3
2024-09-05,20:16,41240.0,41240.0,41238.0,41239.0,3
2024-09-05,20:19,41247.0,41247.0,41247.0,41247.0,1
2024-09-05,20:20,41243.0,41243.0,41238.0,41238.0,5
2024-09-05,20:22,41235.0,41235.0,41235.0,41235.0,1
2024-09-05,20:23,41231.0,41233.0,41231.0,41233.0,6
2024-09-05,20:27,41233.0,41233.0,41233.0,41233.0,1
2024-09-05,20:34,41221.0,41221.0,41211.0,41215.0,8
2024-09-05,20:35,41210.0,41210.0,41210.0,41210.0,1
2024-09-05,20:39,41221.0,41221.0,41221.0,41221.0,1
2024-09-05,20:41,41207.0,41207.0,41207.0,41207.0,1
2024-09-05,20:45,41208.0,41208.0,41208.0,41208.0,2
2024-09-05,20:51,41210.0,41210.0,41201.0,41201.0,2
2024-09-05,20:52,41215.0,41215.0,41215.0,41215.0,1
2024-09-05,20:55,41215.0,41215.0,41215.0,41215.0,1
2024-09-05,20:57,41203.0,41203.0,41203.0,41203.0,1
2024-09-05,21:00,41200.0,41200.0,41200.0,41200.0,1
2024-09-05,21:01,41195.0,41195.0,41195.0,41195.0,2
2024-09-05,21:02,41180.0,41180.0,41180.0,41180.0,5
2024-09-05,21:03,41188.0,41188.0,41188.0,41188.0,6
2024-09-05,21:05,41182.0,41182.0,41182.0,41182.0,1
2024-09-05,21:20,41160.0,41160.0,41160.0,41160.0,1
2024-09-05,21:25,41182.0,41182.0,41182.0,41182.0,1
2024-09-05,21:26,41188.0,41190.0,41188.0,41190.0,4
2024-09-05,21:30,41205.0,41205.0,41205.0,41205.0,1
2024-09-05,21:32,41216.0,41216.0,41216.0,41216.0,2
2024-09-05,21:37,41230.0,41230.0,41230.0,41230.0,1
2024-09-05,21:38,41222.0,41238.0,41222.0,41238.0,5
2024-09-05,21:39,41243.0,41243.0,41241.0,41241.0,4
2024-09-05,21:42,41228.0,41228.0,41228.0,41228.0,1
2024-09-05,21:56,41235.0,41235.0,41235.0,41235.0,8
2024-09-05,21:58,41251.0,41251.0,41251.0,41251.0,1
2024-09-05,22:08,41255.0,41255.0,41255.0,41255.0,1
2024-09-05,22:14,41250.0,41250.0,41250.0,41250.0,1
2024-09-05,22:20,41248.0,41248.0,41248.0,41248.0,1
2024-09-05,22:49,41248.0,41248.0,41248.0,41248.0,1
2024-09-05,22:50,41250.0,41250.0,41250.0,41250.0,3
2024-09-05,23:31,41250.0,41253.0,41250.0,41253.0,2
2024-09-05,23:38,41248.0,41248.0,41248.0,41248.0,1
2024-09-06,00:20,41248.0,41248.0,41248.0,41248.0,2
2024-09-06,00:24,41250.0,41250.0,41250.0,41250.0,1
2024-09-06,00:59,41249.0,41257.0,41249.0,41257.0,9
2024-09-06,01:00,41249.0,41249.0,41248.0,41248.0,5
2024-09-06,01:03,41240.0,41240.0,41240.0,41240.0,1
2024-09-06,01:11,41226.0,41226.0,41222.0,41222.0,2
2024-09-06,01:18,41215.0,41215.0,41215.0,41215.0,3
2024-09-06,01:28,41223.0,41223.0,41223.0,41223.0,1
2024-09-06,01:32,41209.0,41209.0,41209.0,41209.0,1
2024-09-06,01:42,41201.0,41201.0,41201.0,41201.0,2
2024-09-06,01:44,41190.0,41190.0,41190.0,41190.0,1
2024-09-06,01:45,41195.0,41195.0,41195.0,41195.0,1
